CustomerID,Name,Age,Address,City,State,ZipCode,VerizonPlan,AmazonPrimeStatus,DeviceMake,DeviceModel,AcceptedOffer,VerizonDataUsageGB,AmazonRegularPurchases,AmazonOfferPurchases,PeakStreamingHour,PeakStreamingDay,AmazonPrimeVideoHours
938688,Thomas Anderson,23,337 Jacob Rapid Suite 452,Tampa,FL,33556,Basic,Yes,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us",7.36,9,9,10:51,Sunday,43.98
451279,Jason Bennett,54,617 Weaver Spur,Dallas,NC,70544,Premium,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us",43.34,6,1,08:40,Wednesday,31.19
921654,Timothy Morris,50,1976 Samantha Springs,Fort Worth,NV,90572,Standard,Yes,OnePlus,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",26.73,16,0,19:14,Saturday,6.04
701661,Dean Pope,39,2939 Levy Parkway Apt. 022,Charlotte,AZ,61868,Premium,Yes,Samsung,Pixel 6,Buy a tablet: 30% off on us,31.03,6,1,11:52,Sunday,8.14
747972,Patricia Ibarra,38,45741 Holden Overpass Suite 144,Washington,OH,53452,Basic,Yes,Huawei,Galaxy S21,Buy a tablet: 30% off on us,33.68,0,6,03:07,Monday,46.26
589570,Daniel Morrison,23,42110 Spencer Greens Suite 381,Dallas,NY,17496,Basic,No,Samsung,Pixel 6,20% off Amazon Prime subscription,28.9,10,6,02:38,Saturday,43.89
556551,Kristopher Moore,23,041 Sanders Mews Suite 682,Atlanta,MN,34515,Standard,No,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us",26.16,15,6,12:51,Sunday,41.19
373109,Jeffrey Stevens,65,5822 Davis Ridge,Boston,AZ,41779,Standard,No,Google,OnePlus 9,"First purchase: Buy two phones, one on us",49.77,1,7,15:06,Monday,3.68
124538,Susan Sanchez,21,7273 Shaw Ford Apt. 834,Portland,TX,69057,Premium,Yes,Huawei,Pixel 6,Free streaming service for 6 months with any Verizon plan,39.56,0,2,23:23,Sunday,9.46
994498,Kevin Schmitt,47,3822 Brooks Meadow Apt. 819,Boston,NC,50758,Premium,No,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us",10.59,1,8,00:59,Tuesday,47.7
301664,Erin Pollard,28,869 English Trafficway Apt. 949,Indianapolis,TX,93127,Basic,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us",17.52,17,9,23:10,Tuesday,10.12
591234,Christopher Salinas,47,3755 Gray Glen,Denver,FL,63172,Standard,No,Google,Galaxy S21,Buy a tablet: 30% off on us,25.62,13,9,17:38,Thursday,38.9
999684,Anthony Miller,48,9078 David Expressway,San Diego,MN,98767,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us",38.88,4,1,08:27,Friday,15.77
239182,Debbie Davis,41,70033 Amy Mills Apt. 574,Fort Worth,TX,70671,Standard,Yes,Huawei,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",24.56,9,9,14:09,Saturday,36.11
572525,Dr. Michael Williams,26,8106 Spencer Crossroad,Charlotte,NY,23447,Premium,No,Apple,Pixel 6,Buy a tablet: 30% off on us,4.77,15,4,23:35,Monday,17.47
258338,Debbie Lowe,20,5590 Ronald Islands,Orlando,NC,77327,Standard,No,Apple,P40 Pro,Buy a tablet: 30% off on us,13.22,19,9,23:49,Friday,8.08
284064,Michael Ramos,68,9174 Shaw Harbor,New York,NV,40634,Basic,Yes,Samsung,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",23.33,2,1,05:26,Saturday,48.01
314020,Mario Brown,48,94518 Riley Mill Suite 013,Kansas City,FL,19077,Basic,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",7.96,8,5,15:11,Saturday,43.11
723094,Christine Green,57,973 Ortiz Pine Apt. 675,San Diego,IL,98470,Premium,No,Samsung,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",25.48,9,9,17:46,Saturday,6.1
997421,Emily Johnson,54,622 Dylan Wells Suite 748,Austin,FL,25904,Premium,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us,27.68,14,3,02:55,Thursday,45.57
715270,Yvette Spence,53,65945 Joshua Mill,Dallas,DC,88780,Standard,No,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us",39.79,6,7,22:50,Wednesday,0.75
745914,Jennifer Smith,41,1113 Charles Hill,Fort Worth,AZ,19525,Premium,Yes,Apple,P40 Pro,Buy a tablet: 30% off on us,15.31,5,9,03:44,Wednesday,25.46
219176,Roy Johnson,48,62460 Castro Summit,Detroit,FL,2022,Basic,No,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us",12.61,0,0,10:52,Sunday,41.37
318126,Monica Moody,23,7266 Mary Ramp Suite 854,Las Vegas,GA,17483,Standard,No,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",21.09,4,5,10:38,Saturday,40.53
318969,Kerry Cochran,19,002 Christina Bypass Suite 441,Tampa,TX,56947,Basic,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us,10.63,18,7,13:45,Tuesday,27.21
222409,Heather Newton,37,68292 Ayers Springs Suite 689,Austin,OH,14466,Standard,No,Google,Pixel 6,Buy a tablet: 30% off on us,32.99,6,8,23:08,Monday,3.08
647707,Robert Lopez,45,93067 Jade Heights Apt. 853,Washington,IN,29221,Premium,No,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us",19.53,18,2,01:31,Sunday,43.4
353618,Melissa Hill,28,7448 Gregory Harbor Apt. 364,Columbus,TX,97310,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",40.9,11,7,22:48,Thursday,34.58
869598,James Williams,21,40651 Sanchez Springs,Orlando,TX,81707,Standard,Yes,Samsung,Pixel 6,"First purchase: Buy two phones, one on us",34.04,0,6,19:35,Monday,33.21
150015,Janice Black,32,855 Golden Place Apt. 942,Indianapolis,FL,54619,Basic,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",43.85,2,8,12:58,Sunday,43.09
872838,Monique Chandler,23,4949 Bishop Prairie Apt. 927,Denver,CO,4345,Basic,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us",48.77,13,1,15:55,Thursday,22.85
222096,Crystal Anderson,66,97555 Jones Island Apt. 534,Seattle,NV,70741,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",16.98,15,7,19:39,Thursday,29.09
731347,Meghan Beasley,47,686 Bennett Valleys Suite 682,Detroit,CA,49511,Premium,Yes,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us",2.21,11,4,19:17,Monday,35.11
285340,Andre Lynch,55,33738 Courtney Parks,Detroit,NV,56106,Premium,No,Samsung,iPhone 13,Buy a tablet: 30% off on us,38.39,16,0,08:13,Friday,24.72
210687,Daniel Duffy,68,7702 Watson Extensions,Kansas City,MO,16723,Basic,No,Google,Galaxy S21,20% off Amazon Prime subscription,29.03,14,3,21:41,Tuesday,13.96
974371,Tina Arias,19,91490 Walker Camp,Miami,NV,61727,Premium,Yes,OnePlus,iPhone 13,Buy a tablet: 30% off on us,28.69,8,7,19:41,Saturday,44.55
511357,Jason Gomez,32,90256 Norman Courts Suite 242,New York,TX,13003,Basic,Yes,Samsung,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",24.62,9,1,08:55,Saturday,8.23
835716,Matthew Fleming,28,90565 Michael Skyway Apt. 783,San Antonio,OH,24012,Premium,No,OnePlus,OnePlus 9,Buy a tablet: 30% off on us,36.12,9,8,04:58,Wednesday,12.17
205878,Darren Woods,25,607 Green Locks,Dallas,AZ,16589,Standard,No,Apple,P40 Pro,"First purchase: Buy two phones, one on us",37.12,4,5,05:13,Friday,17.08
827270,Cynthia Peterson,43,034 Timothy Square Suite 987,Boston,AZ,32412,Basic,Yes,Huawei,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months,36.77,10,3,23:03,Saturday,6.63
298286,Shane Smith,68,81055 Wright Grove,Kansas City,OR,88984,Basic,Yes,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us",40.85,14,2,18:09,Thursday,1.41
873290,Russell Jones,62,2447 Jason Club,New York,MI,67861,Standard,Yes,Google,Pixel 6,"First purchase: Buy two phones, one on us",0.61,9,2,07:51,Tuesday,43.33
874684,Cheryl Hanson,61,71299 Woods Hollow,Los Angeles,TX,19960,Basic,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",36.7,13,2,10:10,Thursday,22.09
264899,Sarah Cross,22,1355 Shelby Knolls,New York,TX,24192,Premium,No,Apple,iPhone 13,"First purchase: Buy two phones, one on us",16.37,3,1,23:01,Monday,36.8
424767,Amanda Silva,23,5958 Kelly Camp,New York,CA,54131,Premium,No,Google,Galaxy S21,Buy a tablet: 30% off on us,40.17,11,6,05:09,Saturday,4.37
961882,Nathan Macdonald,43,34425 Heather Road Apt. 173,Austin,CO,57369,Basic,No,Samsung,P40 Pro,"First purchase: Buy two phones, one on us",43.37,3,3,16:55,Tuesday,2.01
979858,Andrew Jackson,21,3474 Peter Islands Apt. 171,Charlotte,WA,93695,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",9.55,11,5,20:55,Sunday,13.3
479989,Tanner Strickland,36,289 Robert Haven Suite 191,Portland,MO,44311,Basic,Yes,Google,iPhone 13,Buy a tablet: 30% off on us,31.37,10,8,14:55,Friday,4.07
515515,Laura Camacho,37,31217 Long Flat Suite 985,New York,DC,73496,Standard,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us",14.13,0,7,07:56,Tuesday,29.04
143585,Gary Key,50,359 Aimee Flats Suite 902,Charlotte,TX,98131,Basic,No,OnePlus,Galaxy S21,"First purchase: Buy two phones, one on us",21.01,3,7,03:14,Monday,28.91
471369,Mark Schmidt,37,682 Smith Drive Suite 203,Miami,TX,36031,Standard,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",9.96,3,1,18:56,Saturday,49.5
164044,Donald Sanchez,66,593 Kelly Mills,Cleveland,FL,49756,Premium,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us",7.04,7,3,08:04,Tuesday,39.44
542296,Robert White,29,6914 Bell Common Suite 654,Detroit,TX,53459,Standard,Yes,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",18.4,8,2,18:43,Wednesday,1.52
209556,Joel Wilson,64,859 Castro Circle,San Francisco,CA,77894,Premium,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us,25.89,5,4,03:39,Wednesday,17.48
626981,April Archer,18,01800 Allen Parkways Suite 375,Los Angeles,CO,41013,Basic,Yes,Google,OnePlus 9,Buy a tablet: 30% off on us,28.59,1,7,10:37,Thursday,39.3
981691,Cynthia Fitzpatrick,43,525 Nichole Squares,San Diego,MA,17954,Premium,No,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us",14.41,8,5,01:09,Tuesday,25.78
867595,Claudia Guzman,31,7584 Nelson Lights,San Francisco,IL,5031,Basic,Yes,Apple,iPhone 13,"First purchase: Buy two phones, one on us",14.37,5,6,05:54,Sunday,9.3
300235,Stephanie Fernandez,55,713 Fuentes Island,Cleveland,DC,6803,Basic,No,Huawei,Galaxy S21,Buy a tablet: 30% off on us,48.53,10,0,23:00,Monday,45.48
125939,Javier Berry,54,99723 Wright Plains,Indianapolis,TX,30248,Standard,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us,31.33,19,5,21:13,Sunday,39.92
252906,Kristen Baldwin,28,14940 Hill Summit Apt. 960,Cleveland,OR,14467,Standard,Yes,Huawei,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",38.05,18,7,16:51,Thursday,34.32
642335,Todd Oneal,53,1323 Myers Extension Suite 763,Boston,TX,38102,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us",42.36,18,0,14:03,Friday,35.81
388249,Emily Lamb,30,803 Singh Roads Apt. 732,Denver,IN,88022,Standard,No,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",0.57,18,1,03:01,Wednesday,10.27
175766,Alisha Nguyen,60,2649 Kelly Plaza,Los Angeles,TX,26165,Premium,No,OnePlus,Pixel 6,Buy a tablet: 30% off on us,15.65,13,5,01:28,Tuesday,26.84
508923,Rhonda Smith,20,645 Jorge Drive,San Antonio,TX,78605,Premium,Yes,Google,P40 Pro,"First purchase: Buy two phones, one on us",22.76,19,3,19:53,Tuesday,22.82
515192,Alexis Chapman,50,68409 Mitchell River,Minneapolis,FL,97300,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us",1.88,11,6,23:53,Wednesday,12.86
668550,Kevin Hoover,23,697 Carolyn Fields Suite 579,Columbus,OH,47004,Basic,No,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us",46.83,10,7,21:57,Sunday,23.22
487261,Elizabeth Miller,67,810 Lynn Circles,Washington,MN,65681,Premium,Yes,Google,Pixel 6,"First purchase: Buy two phones, one on us",14.82,14,5,07:16,Tuesday,7.72
910208,Danny Gillespie,27,2114 Mitchell Stravenue Apt. 831,Dallas,OR,96192,Premium,Yes,Huawei,Pixel 6,Buy a tablet: 30% off on us,0.68,13,4,05:03,Wednesday,13.88
785440,Julia Moon,22,87662 Jerome Stravenue,Fort Worth,MA,55869,Premium,No,Google,iPhone 13,"First purchase: Buy two phones, one on us",36.55,14,1,11:01,Sunday,21.3
752664,Wanda Simpson,40,7290 Waters Lock Suite 695,Nashville,TX,25040,Standard,No,OnePlus,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount",38.81,0,0,08:44,Wednesday,35.51
554589,Tara Wheeler,27,9012 Tiffany Lock Apt. 749,Chicago,GA,11224,Premium,No,Samsung,P40 Pro,Buy a tablet: 30% off on us,47.83,10,7,10:38,Thursday,5.99
237848,Robert Hernandez,61,9074 Hannah Neck,Cincinnati,TX,29474,Basic,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",41.32,1,5,02:51,Friday,30.29
717075,Joshua Fuentes,19,43931 Doris Views Suite 607,San Diego,OH,6673,Standard,Yes,Apple,P40 Pro,Buy a tablet: 30% off on us,30.43,6,4,23:09,Thursday,42.16
227948,Matthew Shields,30,4900 Mitchell Plaza,Austin,OH,12327,Basic,No,Google,iPhone 13,Buy a tablet: 30% off on us,45.97,6,4,14:33,Wednesday,35.55
679304,Shaun Johnson,57,13918 Norman Way,San Diego,TX,81438,Premium,Yes,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us",30.84,15,2,22:29,Friday,49.1
502690,Tamara Harris,19,97645 Mcconnell Land Apt. 089,Austin,CA,92738,Standard,Yes,Google,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",24.1,5,7,20:06,Monday,17.2
599046,Kayla Cummings,37,0806 Michael Knolls,San Francisco,MI,82080,Basic,No,Google,Galaxy S21,Get a $50 gift card with any new phone purchase,35.6,6,9,03:16,Sunday,20.62
551269,Brandy Garcia,18,2374 Nicole Mews,Austin,NC,18311,Premium,No,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us",11.85,8,5,23:13,Monday,25.93
121959,Johnathan Smith,54,38453 Kelly Junctions Suite 783,Boston,GA,14802,Basic,Yes,Apple,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount",43.01,17,4,11:25,Friday,35.94
760890,Kenneth Davis,26,457 Holly Well Suite 311,Columbus,WA,99228,Basic,Yes,Google,OnePlus 9,"Buy one accessory, get another 50% off",16.9,12,0,02:37,Thursday,11.21
850216,Bradley Walker,34,96717 Morgan Field Apt. 135,Dallas,MO,36962,Basic,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",37.95,18,6,11:07,Sunday,22.22
890180,Crystal Williams MD,26,20835 Sandra Cliffs,Dallas,CA,70360,Premium,Yes,OnePlus,P40 Pro,Free upgrade to the next Verizon plan tier for 3 months,21.91,2,3,12:47,Saturday,30.57
328576,Lauren Hayes,28,40356 Frye Mount,Boston,TX,80242,Premium,Yes,Huawei,Galaxy S21,Buy a tablet: 30% off on us,14.78,14,2,15:22,Monday,1.48
637833,Scott Garcia,32,0680 Eric Orchard,Kansas City,TX,29734,Basic,No,Apple,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months,5.93,3,3,03:58,Tuesday,49.0
265838,Jennifer Holland,41,46999 Bautista Grove Apt. 552,Portland,CO,55225,Standard,No,Apple,Galaxy S21,"First purchase: Buy two phones, one on us",47.37,11,2,00:48,Sunday,8.04
435674,Thomas Santiago,55,951 Coleman Overpass,Miami,DC,42182,Standard,Yes,OnePlus,Galaxy S21,Buy a tablet: 30% off on us,6.83,7,4,08:57,Friday,24.0
979989,Jennifer Reynolds,52,1541 Amanda Trafficway Apt. 783,Portland,TX,14274,Premium,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us,4.62,12,3,21:23,Tuesday,18.38
161087,Chad Jackson,47,9185 Brian Street Apt. 558,Denver,MA,26441,Premium,Yes,Huawei,Galaxy S21,Buy a tablet: 30% off on us,42.55,12,8,19:45,Tuesday,22.62
693128,Evan Holder,48,915 Meyer Parks Apt. 248,Cincinnati,MN,82594,Premium,No,Huawei,P40 Pro,"First purchase: Buy two phones, one on us",34.27,11,9,05:53,Sunday,40.07
218451,Gregory Smith,66,0322 Garcia Drives Apt. 130,San Francisco,TX,88101,Premium,Yes,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us",20.72,13,7,10:58,Monday,32.55
547600,Gregory Montoya,22,1439 Jennifer Groves Apt. 151,Fort Worth,FL,71150,Premium,Yes,OnePlus,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months,9.44,5,5,03:07,Sunday,45.29
937437,Victoria Rodriguez,61,5252 Patrick Mount,Miami,TX,93114,Standard,No,Samsung,iPhone 13,"First purchase: Buy two phones, one on us",40.25,8,5,13:37,Sunday,40.43
539792,Ricky Ali,67,263 Lauren Mills Suite 255,Seattle,OH,80078,Premium,No,Samsung,Pixel 6,Buy a tablet: 30% off on us,8.21,6,9,02:30,Monday,37.12
139353,Kelly Miranda,31,221 Julie Roads Apt. 418,Houston,IN,82968,Basic,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us",46.17,12,3,11:10,Sunday,18.64
293075,Samantha Garcia,28,966 Renee Underpass,San Diego,MO,15029,Basic,No,Huawei,Pixel 6,"First purchase: Buy two phones, one on us",2.29,7,2,02:36,Monday,31.09
314283,Kevin King,26,94204 Krista Alley Suite 039,Cleveland,OH,59331,Standard,No,Huawei,OnePlus 9,Free upgrade to the next Verizon plan tier for 3 months,32.78,3,1,10:38,Sunday,49.07
414877,Elizabeth Campbell,51,817 Dwayne Estates,Detroit,FL,4449,Basic,Yes,OnePlus,Galaxy S21,"First purchase: Buy two phones, one on us",16.54,6,1,04:51,Wednesday,25.71
165318,Misty Smith,29,663 Sheila Brooks Suite 817,Cleveland,MA,90045,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",6.21,16,5,16:51,Sunday,19.91
865313,Dustin Cuevas,52,816 Kemp Mountain Apt. 795,Chicago,MI,61263,Standard,No,Huawei,P40 Pro,Buy a tablet: 30% off on us,5.24,3,8,08:12,Monday,10.67
582690,Austin Burton,52,62367 Sabrina Gateway,Austin,FL,93364,Basic,Yes,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",8.66,13,4,01:38,Friday,24.03
516880,Douglas Johnson,18,263 Shaffer Skyway,Kansas City,OR,79754,Premium,No,Apple,iPhone 13,"First purchase: Buy two phones, one on us",45.43,18,6,22:29,Saturday,16.92
691460,Terri Velasquez,57,93402 Meyer Drives,San Antonio,FL,79349,Basic,Yes,OnePlus,Pixel 6,"Buy one accessory, get another 50% off",44.77,18,6,15:19,Thursday,14.79
840976,Sara Peck,39,1721 Gibbs Tunnel,Indianapolis,GA,18409,Basic,Yes,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",12.84,7,8,21:08,Sunday,9.22
881239,Mary Houston,46,07184 Powers Track Suite 584,Fort Worth,OH,6597,Standard,No,Samsung,Pixel 6,Buy a tablet: 30% off on us,32.69,2,5,01:58,Friday,37.3
193264,Leslie Gutierrez,25,343 Michele Rest,Boston,NV,84087,Basic,No,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us",17.94,10,1,08:37,Monday,45.16
870746,Kristi Anderson,28,2614 Jerry Ville,Detroit,IN,39755,Standard,No,Google,P40 Pro,"First purchase: Buy two phones, one on us",26.89,6,3,12:38,Wednesday,37.38
913168,Christopher Burke,58,49418 Stacy Drive Apt. 822,Columbus,DC,64479,Premium,Yes,OnePlus,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount",11.58,9,0,11:47,Thursday,43.34
325281,Melissa Hancock,54,08050 Jeremy Overpass Apt. 499,Minneapolis,FL,43063,Premium,No,Google,P40 Pro,Buy a tablet: 30% off on us,5.28,7,0,15:06,Tuesday,27.06
737147,Mary Lee,31,558 Roy Pass Apt. 053,Columbus,GA,96710,Premium,Yes,Samsung,P40 Pro,Buy a tablet: 30% off on us,4.07,18,0,10:24,Thursday,37.63
998613,Shawna Davis,47,97257 David Hills Suite 191,Charlotte,IL,68714,Basic,No,Google,Pixel 6,"Buy one accessory, get another 50% off",3.65,8,5,20:11,Wednesday,0.57
494070,Todd Silva,52,86425 Antonio Light,Orlando,OH,36686,Standard,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",35.26,5,5,11:39,Saturday,45.07
452228,Nancy Lewis,38,1831 James Harbor,Charlotte,OR,59599,Premium,No,OnePlus,Pixel 6,Buy a tablet: 30% off on us,34.98,10,1,00:59,Tuesday,26.05
531839,Amy Edwards,54,404 Allison Trace Suite 866,Las Vegas,MN,70016,Standard,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us",47.11,6,7,03:07,Monday,0.71
369536,Luke Ali,22,4226 Allen Expressway Suite 142,Cleveland,CA,48907,Standard,No,Huawei,Pixel 6,20% off Amazon Prime subscription,3.23,3,3,17:10,Thursday,29.73
417824,Darrell Wright,36,04985 David Squares Apt. 985,Las Vegas,DC,64134,Premium,No,Apple,P40 Pro,Buy a tablet: 30% off on us,22.64,0,7,07:37,Wednesday,13.71
357426,Elizabeth Wood,31,46075 Emily Viaduct Apt. 582,Minneapolis,OH,55631,Premium,Yes,OnePlus,OnePlus 9,Buy a tablet: 30% off on us,28.83,11,1,06:38,Sunday,34.72
277789,Jennifer Perez,43,55495 Montgomery Wells Suite 844,Indianapolis,TX,61900,Standard,Yes,Samsung,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months,1.95,2,0,13:50,Tuesday,43.42
613153,Katherine Mejia,21,88553 Christensen Extension Suite 897,Houston,CO,97289,Premium,No,Samsung,OnePlus 9,Buy a tablet: 30% off on us,43.49,2,0,09:41,Friday,14.19
842452,Candice Lynch,42,0683 Darius Mews,Charlotte,MA,92055,Standard,No,Apple,Galaxy S21,Buy a tablet: 30% off on us,17.95,16,3,23:06,Monday,2.4
937291,Jessica Davis,62,5131 Thomas Green Apt. 996,Dallas,GA,73896,Standard,No,OnePlus,Pixel 6,20% off Amazon Prime subscription,36.67,19,4,11:07,Tuesday,49.73
225657,Jennifer Murray,59,3398 Ramirez Throughway Suite 422,Nashville,NC,97962,Premium,Yes,Samsung,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",44.75,2,5,10:48,Tuesday,5.17
335167,Jenny Carter,42,5570 Kim Vista,Minneapolis,OR,54716,Basic,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us,33.68,13,8,10:41,Saturday,42.07
781669,George Espinoza,35,8478 Thomas Locks Apt. 856,Atlanta,GA,63005,Premium,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us,12.43,10,5,13:23,Monday,47.99
580671,Vanessa Esparza,57,3590 Courtney Lodge Suite 069,Minneapolis,OR,77171,Basic,Yes,OnePlus,P40 Pro,Buy a tablet: 30% off on us,3.89,4,3,01:05,Tuesday,8.52
819094,Matthew Morgan,25,1683 Robin Key,Las Vegas,TX,48220,Standard,No,Google,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount",24.78,4,1,11:48,Thursday,2.64
170467,Mark Johnson,56,60818 Andrew Flat,Columbus,IN,83666,Standard,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us,38.99,15,3,03:45,Sunday,31.67
283734,Ana Salazar,57,66405 Jimenez Expressway Apt. 358,Boston,TX,3039,Basic,Yes,OnePlus,P40 Pro,Buy a tablet: 30% off on us,26.86,10,6,17:21,Monday,41.2
722794,Ashley Greene,31,3364 Valerie Vista Suite 518,San Diego,IN,42424,Standard,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us",48.96,18,3,22:37,Wednesday,38.09
209751,Gary Hodges,49,8848 Gill Ford Suite 683,Boston,CA,56286,Basic,No,Google,P40 Pro,"First purchase: Buy two phones, one on us",30.98,3,0,03:03,Sunday,36.38
481050,David Dennis,68,49795 Brandi Rapid Suite 579,Las Vegas,MN,13394,Basic,No,Huawei,OnePlus 9,Buy a tablet: 30% off on us,41.56,9,9,17:23,Tuesday,36.76
911774,Paige Madden,55,623 Shawn Ports Apt. 180,Detroit,OH,74999,Standard,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us",25.35,3,0,00:31,Monday,22.09
792517,David Small,50,8978 Zachary Village,Phoenix,TX,97450,Basic,Yes,Huawei,OnePlus 9,Buy a tablet: 30% off on us,35.27,2,9,20:01,Friday,29.05
561079,Jennifer Huffman,40,5022 Christopher Glens,Tampa,MI,45395,Premium,No,Samsung,iPhone 13,"First purchase: Buy two phones, one on us",26.67,7,6,17:16,Tuesday,21.51
468452,Cheryl Bradford,32,157 Alan Point Suite 829,Austin,MI,12048,Premium,No,Huawei,iPhone 13,Buy a tablet: 30% off on us,12.59,11,2,04:56,Tuesday,38.96
206081,Keith Wolf,50,7996 Leach Track,Cincinnati,TX,5232,Standard,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us",14.25,11,6,17:25,Sunday,13.23
713333,Jeremy Tucker,42,35763 Nelson Ville,Chicago,FL,35409,Standard,No,Huawei,Pixel 6,"First purchase: Buy two phones, one on us",26.07,14,8,11:45,Wednesday,41.8
658986,Laura Garcia,34,27749 Thompson Junctions,Kansas City,MI,65333,Basic,No,Apple,Pixel 6,"First purchase: Buy two phones, one on us",24.81,6,4,09:11,Thursday,1.26
210078,Sarah Rodriguez,50,2347 Davis Neck,San Antonio,MO,2277,Basic,No,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",17.7,15,7,14:43,Wednesday,40.09
967055,Robin Sandoval,64,2263 Mitchell Field,Las Vegas,TN,71321,Basic,No,Huawei,OnePlus 9,20% off Amazon Prime subscription,37.71,17,1,01:15,Sunday,24.09
122671,Phillip Carter,19,8339 Michael Bypass Suite 009,Chicago,NC,5015,Basic,No,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount",11.66,9,5,09:07,Wednesday,8.61
518400,Jeffrey Vasquez,31,337 Roger Loop,Nashville,MA,68880,Premium,Yes,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount",0.52,9,1,15:29,Saturday,44.36
455528,Hayley Pollard,57,8094 Hess Drives,Nashville,CA,57341,Premium,Yes,Huawei,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",29.0,19,5,23:55,Tuesday,42.51
710490,Christopher Anderson,57,58446 Morgan Dam,Detroit,TN,19387,Standard,Yes,Google,OnePlus 9,Get a $50 gift card with any new phone purchase,31.43,12,2,11:03,Tuesday,32.98
151663,Rachel Fitzpatrick,68,167 Carlson Courts,Denver,GA,62690,Basic,Yes,Google,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount",33.16,19,7,02:56,Saturday,23.62
