CustomerID,Name,Age,Address,City,State,ZipCode,VerizonPlan,AmazonPrimeStatus,DeviceMake,DeviceModel,AcceptedOffer
873290,Russell Jones,62,2447 Jason Club,New York,MI,67861,Standard,Yes,Google,Pixel 6,"First purchase: Buy two phones, one on us"
874684,Cheryl Hanson,61,71299 Woods Hollow,Los Angeles,TX,19960,Basic,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
264899,Sarah Cross,22,1355 Shelby Knolls,New York,TX,24192,Premium,No,Apple,iPhone 13,"First purchase: Buy two phones, one on us"
424767,Amanda Silva,23,5958 Kelly Camp,New York,CA,54131,Premium,No,Google,Galaxy S21,Buy a tablet: 30% off on us
961882,Nathan Macdonald,43,34425 Heather Road Apt. 173,Austin,CO,57369,Basic,No,Samsung,P40 Pro,"First purchase: Buy two phones, one on us"
979858,Andrew Jackson,21,3474 Peter Islands Apt. 171,Charlotte,WA,93695,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
479989,Tanner Strickland,36,289 Robert Haven Suite 191,Portland,MO,44311,Basic,Yes,Google,iPhone 13,Buy a tablet: 30% off on us
515515,Laura Camacho,37,31217 Long Flat Suite 985,New York,DC,73496,Standard,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
143585,Gary Key,50,359 Aimee Flats Suite 902,Charlotte,TX,98131,Basic,No,OnePlus,Galaxy S21,"First purchase: Buy two phones, one on us"
471369,Mark Schmidt,37,682 Smith Drive Suite 203,Miami,TX,36031,Standard,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
164044,Donald Sanchez,66,593 Kelly Mills,Cleveland,FL,49756,Premium,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
542296,Robert White,29,6914 Bell Common Suite 654,Detroit,TX,53459,Standard,Yes,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
209556,Joel Wilson,64,859 Castro Circle,San Francisco,CA,77894,Premium,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us
626981,April Archer,18,01800 Allen Parkways Suite 375,Los Angeles,CO,41013,Basic,Yes,Google,OnePlus 9,Buy a tablet: 30% off on us
981691,Cynthia Fitzpatrick,43,525 Nichole Squares,San Diego,MA,17954,Premium,No,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us"
867595,Claudia Guzman,31,7584 Nelson Lights,San Francisco,IL,5031,Basic,Yes,Apple,iPhone 13,"First purchase: Buy two phones, one on us"
300235,Stephanie Fernandez,55,713 Fuentes Island,Cleveland,DC,6803,Basic,No,Huawei,Galaxy S21,Buy a tablet: 30% off on us
125939,Javier Berry,54,99723 Wright Plains,Indianapolis,TX,30248,Standard,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us
252906,Kristen Baldwin,28,14940 Hill Summit Apt. 960,Cleveland,OR,14467,Standard,Yes,Huawei,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
642335,Todd Oneal,53,1323 Myers Extension Suite 763,Boston,TX,38102,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
388249,Emily Lamb,30,803 Singh Roads Apt. 732,Denver,IN,88022,Standard,No,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
175766,Alisha Nguyen,60,2649 Kelly Plaza,Los Angeles,TX,26165,Premium,No,OnePlus,Pixel 6,Buy a tablet: 30% off on us
508923,Rhonda Smith,20,645 Jorge Drive,San Antonio,TX,78605,Premium,Yes,Google,P40 Pro,"First purchase: Buy two phones, one on us"
515192,Alexis Chapman,50,68409 Mitchell River,Minneapolis,FL,97300,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
668550,Kevin Hoover,23,697 Carolyn Fields Suite 579,Columbus,OH,47004,Basic,No,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us"
487261,Elizabeth Miller,67,810 Lynn Circles,Washington,MN,65681,Premium,Yes,Google,Pixel 6,"First purchase: Buy two phones, one on us"
910208,Danny Gillespie,27,2114 Mitchell Stravenue Apt. 831,Dallas,OR,96192,Premium,Yes,Huawei,Pixel 6,Buy a tablet: 30% off on us
785440,Julia Moon,22,87662 Jerome Stravenue,Fort Worth,MA,55869,Premium,No,Google,iPhone 13,"First purchase: Buy two phones, one on us"
752664,Wanda Simpson,40,7290 Waters Lock Suite 695,Nashville,TX,25040,Standard,No,OnePlus,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount"
554589,Tara Wheeler,27,9012 Tiffany Lock Apt. 749,Chicago,GA,11224,Premium,No,Samsung,P40 Pro,Buy a tablet: 30% off on us
237848,Robert Hernandez,61,9074 Hannah Neck,Cincinnati,TX,29474,Basic,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
717075,Joshua Fuentes,19,43931 Doris Views Suite 607,San Diego,OH,6673,Standard,Yes,Apple,P40 Pro,Buy a tablet: 30% off on us
227948,Matthew Shields,30,4900 Mitchell Plaza,Austin,OH,12327,Basic,No,Google,iPhone 13,Buy a tablet: 30% off on us
679304,Shaun Johnson,57,13918 Norman Way,San Diego,TX,81438,Premium,Yes,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us"
502690,Tamara Harris,19,97645 Mcconnell Land Apt. 089,Austin,CA,92738,Standard,Yes,Google,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
599046,Kayla Cummings,37,0806 Michael Knolls,San Francisco,MI,82080,Basic,No,Google,Galaxy S21,Get a $50 gift card with any new phone purchase
551269,Brandy Garcia,18,2374 Nicole Mews,Austin,NC,18311,Premium,No,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us"
121959,Johnathan Smith,54,38453 Kelly Junctions Suite 783,Boston,GA,14802,Basic,Yes,Apple,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
760890,Kenneth Davis,26,457 Holly Well Suite 311,Columbus,WA,99228,Basic,Yes,Google,OnePlus 9,"Buy one accessory, get another 50% off"
850216,Bradley Walker,34,96717 Morgan Field Apt. 135,Dallas,MO,36962,Basic,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
890180,Crystal Williams MD,26,20835 Sandra Cliffs,Dallas,CA,70360,Premium,Yes,OnePlus,P40 Pro,Free upgrade to the next Verizon plan tier for 3 months
328576,Lauren Hayes,28,40356 Frye Mount,Boston,TX,80242,Premium,Yes,Huawei,Galaxy S21,Buy a tablet: 30% off on us
637833,Scott Garcia,32,0680 Eric Orchard,Kansas City,TX,29734,Basic,No,Apple,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
265838,Jennifer Holland,41,46999 Bautista Grove Apt. 552,Portland,CO,55225,Standard,No,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
435674,Thomas Santiago,55,951 Coleman Overpass,Miami,DC,42182,Standard,Yes,OnePlus,Galaxy S21,Buy a tablet: 30% off on us
979989,Jennifer Reynolds,52,1541 Amanda Trafficway Apt. 783,Portland,TX,14274,Premium,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us
161087,Chad Jackson,47,9185 Brian Street Apt. 558,Denver,MA,26441,Premium,Yes,Huawei,Galaxy S21,Buy a tablet: 30% off on us
693128,Evan Holder,48,915 Meyer Parks Apt. 248,Cincinnati,MN,82594,Premium,No,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
218451,Gregory Smith,66,0322 Garcia Drives Apt. 130,San Francisco,TX,88101,Premium,Yes,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us"
547600,Gregory Montoya,22,1439 Jennifer Groves Apt. 151,Fort Worth,FL,71150,Premium,Yes,OnePlus,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
937437,Victoria Rodriguez,61,5252 Patrick Mount,Miami,TX,93114,Standard,No,Samsung,iPhone 13,"First purchase: Buy two phones, one on us"
539792,Ricky Ali,67,263 Lauren Mills Suite 255,Seattle,OH,80078,Premium,No,Samsung,Pixel 6,Buy a tablet: 30% off on us
139353,Kelly Miranda,31,221 Julie Roads Apt. 418,Houston,IN,82968,Basic,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us"
293075,Samantha Garcia,28,966 Renee Underpass,San Diego,MO,15029,Basic,No,Huawei,Pixel 6,"First purchase: Buy two phones, one on us"
314283,Kevin King,26,94204 Krista Alley Suite 039,Cleveland,OH,59331,Standard,No,Huawei,OnePlus 9,Free upgrade to the next Verizon plan tier for 3 months
414877,Elizabeth Campbell,51,817 Dwayne Estates,Detroit,FL,4449,Basic,Yes,OnePlus,Galaxy S21,"First purchase: Buy two phones, one on us"
165318,Misty Smith,29,663 Sheila Brooks Suite 817,Cleveland,MA,90045,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
865313,Dustin Cuevas,52,816 Kemp Mountain Apt. 795,Chicago,MI,61263,Standard,No,Huawei,P40 Pro,Buy a tablet: 30% off on us
582690,Austin Burton,52,62367 Sabrina Gateway,Austin,FL,93364,Basic,Yes,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
516880,Douglas Johnson,18,263 Shaffer Skyway,Kansas City,OR,79754,Premium,No,Apple,iPhone 13,"First purchase: Buy two phones, one on us"
691460,Terri Velasquez,57,93402 Meyer Drives,San Antonio,FL,79349,Basic,Yes,OnePlus,Pixel 6,"Buy one accessory, get another 50% off"
840976,Sara Peck,39,1721 Gibbs Tunnel,Indianapolis,GA,18409,Basic,Yes,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
881239,Mary Houston,46,07184 Powers Track Suite 584,Fort Worth,OH,6597,Standard,No,Samsung,Pixel 6,Buy a tablet: 30% off on us
193264,Leslie Gutierrez,25,343 Michele Rest,Boston,NV,84087,Basic,No,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us"
870746,Kristi Anderson,28,2614 Jerry Ville,Detroit,IN,39755,Standard,No,Google,P40 Pro,"First purchase: Buy two phones, one on us"
913168,Christopher Burke,58,49418 Stacy Drive Apt. 822,Columbus,DC,64479,Premium,Yes,OnePlus,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount"
325281,Melissa Hancock,54,08050 Jeremy Overpass Apt. 499,Minneapolis,FL,43063,Premium,No,Google,P40 Pro,Buy a tablet: 30% off on us
737147,Mary Lee,31,558 Roy Pass Apt. 053,Columbus,GA,96710,Premium,Yes,Samsung,P40 Pro,Buy a tablet: 30% off on us
998613,Shawna Davis,47,97257 David Hills Suite 191,Charlotte,IL,68714,Basic,No,Google,Pixel 6,"Buy one accessory, get another 50% off"
494070,Todd Silva,52,86425 Antonio Light,Orlando,OH,36686,Standard,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
452228,Nancy Lewis,38,1831 James Harbor,Charlotte,OR,59599,Premium,No,OnePlus,Pixel 6,Buy a tablet: 30% off on us
531839,Amy Edwards,54,404 Allison Trace Suite 866,Las Vegas,MN,70016,Standard,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
369536,Luke Ali,22,4226 Allen Expressway Suite 142,Cleveland,CA,48907,Standard,No,Huawei,Pixel 6,20% off Amazon Prime subscription
417824,Darrell Wright,36,04985 David Squares Apt. 985,Las Vegas,DC,64134,Premium,No,Apple,P40 Pro,Buy a tablet: 30% off on us
357426,Elizabeth Wood,31,46075 Emily Viaduct Apt. 582,Minneapolis,OH,55631,Premium,Yes,OnePlus,OnePlus 9,Buy a tablet: 30% off on us
277789,Jennifer Perez,43,55495 Montgomery Wells Suite 844,Indianapolis,TX,61900,Standard,Yes,Samsung,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months
613153,Katherine Mejia,21,88553 Christensen Extension Suite 897,Houston,CO,97289,Premium,No,Samsung,OnePlus 9,Buy a tablet: 30% off on us
842452,Candice Lynch,42,0683 Darius Mews,Charlotte,MA,92055,Standard,No,Apple,Galaxy S21,Buy a tablet: 30% off on us
937291,Jessica Davis,62,5131 Thomas Green Apt. 996,Dallas,GA,73896,Standard,No,OnePlus,Pixel 6,20% off Amazon Prime subscription
225657,Jennifer Murray,59,3398 Ramirez Throughway Suite 422,Nashville,NC,97962,Premium,Yes,Samsung,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
335167,Jenny Carter,42,5570 Kim Vista,Minneapolis,OR,54716,Basic,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us
781669,George Espinoza,35,8478 Thomas Locks Apt. 856,Atlanta,GA,63005,Premium,Yes,Samsung,OnePlus 9,Buy a tablet: 30% off on us
580671,Vanessa Esparza,57,3590 Courtney Lodge Suite 069,Minneapolis,OR,77171,Basic,Yes,OnePlus,P40 Pro,Buy a tablet: 30% off on us
819094,Matthew Morgan,25,1683 Robin Key,Las Vegas,TX,48220,Standard,No,Google,P40 Pro,"Bundle in TV shows, movies, or series: 10% discount"
170467,Mark Johnson,56,60818 Andrew Flat,Columbus,IN,83666,Standard,Yes,OnePlus,Pixel 6,Buy a tablet: 30% off on us
283734,Ana Salazar,57,66405 Jimenez Expressway Apt. 358,Boston,TX,3039,Basic,Yes,OnePlus,P40 Pro,Buy a tablet: 30% off on us
722794,Ashley Greene,31,3364 Valerie Vista Suite 518,San Diego,IN,42424,Standard,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
209751,Gary Hodges,49,8848 Gill Ford Suite 683,Boston,CA,56286,Basic,No,Google,P40 Pro,"First purchase: Buy two phones, one on us"
481050,David Dennis,68,49795 Brandi Rapid Suite 579,Las Vegas,MN,13394,Basic,No,Huawei,OnePlus 9,Buy a tablet: 30% off on us
911774,Paige Madden,55,623 Shawn Ports Apt. 180,Detroit,OH,74999,Standard,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
792517,David Small,50,8978 Zachary Village,Phoenix,TX,97450,Basic,Yes,Huawei,OnePlus 9,Buy a tablet: 30% off on us
561079,Jennifer Huffman,40,5022 Christopher Glens,Tampa,MI,45395,Premium,No,Samsung,iPhone 13,"First purchase: Buy two phones, one on us"
468452,Cheryl Bradford,32,157 Alan Point Suite 829,Austin,MI,12048,Premium,No,Huawei,iPhone 13,Buy a tablet: 30% off on us
206081,Keith Wolf,50,7996 Leach Track,Cincinnati,TX,5232,Standard,No,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
713333,Jeremy Tucker,42,35763 Nelson Ville,Chicago,FL,35409,Standard,No,Huawei,Pixel 6,"First purchase: Buy two phones, one on us"
658986,Laura Garcia,34,27749 Thompson Junctions,Kansas City,MI,65333,Basic,No,Apple,Pixel 6,"First purchase: Buy two phones, one on us"
210078,Sarah Rodriguez,50,2347 Davis Neck,San Antonio,MO,2277,Basic,No,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
967055,Robin Sandoval,64,2263 Mitchell Field,Las Vegas,TN,71321,Basic,No,Huawei,OnePlus 9,20% off Amazon Prime subscription
122671,Phillip Carter,19,8339 Michael Bypass Suite 009,Chicago,NC,5015,Basic,No,Apple,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
518400,Jeffrey Vasquez,31,337 Roger Loop,Nashville,MA,68880,Premium,Yes,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
455528,Hayley Pollard,57,8094 Hess Drives,Nashville,CA,57341,Premium,Yes,Huawei,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
710490,Christopher Anderson,57,58446 Morgan Dam,Detroit,TN,19387,Standard,Yes,Google,OnePlus 9,Get a $50 gift card with any new phone purchase
151663,Rachel Fitzpatrick,68,167 Carlson Courts,Denver,GA,62690,Basic,Yes,Google,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
115708,Benjamin Stout,56,355 Serrano Street,New York,CO,22640,Basic,Yes,Samsung,Pixel 6,Buy a tablet: 30% off on us
978338,Audrey Russell,68,92193 Derrick Forges,San Francisco,FL,54898,Standard,Yes,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
411955,Daniel Holden,23,633 Kramer Cliffs,Columbus,OH,11517,Basic,No,Huawei,P40 Pro,Buy a tablet: 30% off on us
233883,Eric Sanchez,23,282 Griffin Cliff,Washington,MA,15842,Basic,No,Apple,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
418394,Diana Morgan,20,3052 David Plaza Suite 199,Portland,CO,1413,Basic,Yes,OnePlus,Pixel 6,"First purchase: Buy two phones, one on us"
212547,Andrew Cox,24,1434 Jones Junctions Apt. 552,Atlanta,NV,13910,Basic,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us"
659042,Robert Martin,68,791 Crystal Light,Cleveland,MN,85714,Basic,No,Apple,Galaxy S21,Buy a tablet: 30% off on us
851102,Joshua Schultz,25,23991 Peter Corners,Nashville,FL,93823,Standard,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us"
862002,Bryan Lyons,59,222 Anthony Stream Apt. 787,Tampa,OH,11661,Basic,No,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
242483,Theresa Cortez,69,8675 Sonia Lodge Apt. 524,Miami,NC,16107,Standard,Yes,Apple,Pixel 6,"First purchase: Buy two phones, one on us"
758271,Tonya Cunningham,32,127 Murphy Valley,Phoenix,MI,7428,Basic,No,Google,Pixel 6,"First purchase: Buy two phones, one on us"
314835,William Brown,64,03945 Robert Via,Houston,TX,95692,Premium,Yes,Samsung,iPhone 13,Buy a tablet: 30% off on us
501896,Kimberly Dixon,46,7450 Stewart Stravenue Suite 767,Kansas City,AZ,76241,Premium,Yes,Google,OnePlus 9,"First purchase: Buy two phones, one on us"
184896,Elizabeth Cooper,50,925 Christopher Knoll Suite 364,Columbus,TN,1671,Premium,No,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
577095,Jill Roberts,69,8340 Reeves Greens,Portland,NY,35557,Premium,No,Google,iPhone 13,Buy a tablet: 30% off on us
171295,Stacy Johnson,47,683 Pamela Ranch Suite 325,Miami,FL,74014,Standard,Yes,Apple,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
843974,Misty Mora,56,259 Morton Springs Suite 211,Kansas City,IL,36877,Standard,No,Apple,Galaxy S21,Buy a tablet: 30% off on us
987121,Juan Butler,44,710 Hunter Center Apt. 023,Tampa,MI,512,Basic,No,Samsung,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
373255,Daniel Dixon,53,142 Linda Views Suite 417,Boston,NV,67390,Premium,Yes,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us"
399648,Joseph Spencer,46,476 Young Burgs,Washington,MN,62234,Standard,No,OnePlus,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
757162,Joshua Mcdaniel,55,46065 Adams Underpass Apt. 648,Las Vegas,TN,82034,Basic,Yes,OnePlus,P40 Pro,"Buy one accessory, get another 50% off"
108155,Brian Lee,50,4722 Desiree Mountains,Austin,OR,21571,Basic,Yes,Samsung,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
566872,Keith Irwin,54,6620 Wallace Islands Suite 096,Houston,CA,66127,Standard,No,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us"
925816,Margaret Moore,44,478 Jenna Via Suite 654,Cleveland,OH,27440,Premium,Yes,OnePlus,P40 Pro,"First purchase: Buy two phones, one on us"
474705,Michael Thomas,50,454 Tyler Creek Apt. 881,Atlanta,CO,76680,Basic,Yes,Google,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
671542,James Schroeder,21,99854 Glass Rest,Los Angeles,FL,86831,Premium,No,Apple,P40 Pro,Buy a tablet: 30% off on us
908350,Jeffrey Henry,39,578 Matthew Lane,Houston,AZ,68404,Premium,No,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
710269,Todd Higgins,19,5650 Pamela Spurs,Los Angeles,CO,33845,Premium,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us"
654594,Joshua Berry,27,356 Randall Tunnel Apt. 965,Denver,TX,68340,Basic,Yes,Google,iPhone 13,"First purchase: Buy two phones, one on us"
247718,Aaron Randall,22,250 Graves Estates,Los Angeles,TX,22419,Premium,Yes,Google,Galaxy S21,"First purchase: Buy two phones, one on us"
408987,Steven Contreras,27,5790 Johnson Walk Suite 135,Houston,OH,2930,Basic,No,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
745263,Mrs. Joan Miller DVM,50,92273 Diaz Turnpike,San Diego,WA,72851,Premium,Yes,OnePlus,iPhone 13,"First purchase: Buy two phones, one on us"
458745,Jennifer Perry,55,68402 Jones Hills Suite 606,San Francisco,TX,54650,Basic,No,Google,Pixel 6,Buy a tablet: 30% off on us
207512,Anna Thomas,30,255 Douglas Tunnel Suite 760,San Antonio,NY,18659,Premium,No,Samsung,iPhone 13,Buy a tablet: 30% off on us
247443,Christopher Chapman,48,233 Williams Summit Suite 418,Las Vegas,OH,8419,Standard,Yes,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
570587,Lauren Kemp,64,9457 Sarah Glens,Las Vegas,AZ,21409,Premium,No,Huawei,OnePlus 9,"First purchase: Buy two phones, one on us"
473616,Kimberly Thomas,53,50275 Anderson Trail Apt. 306,Cleveland,IL,89698,Premium,Yes,Google,Pixel 6,Buy a tablet: 30% off on us
757409,Suzanne Spears,62,8800 Corey Inlet,Detroit,NY,60548,Basic,Yes,Apple,Galaxy S21,Buy a tablet: 30% off on us
786976,Maurice Washington,41,727 Flowers Estates,Nashville,TX,59329,Basic,No,Google,Pixel 6,Get a $50 gift card with any new phone purchase
465871,Michael Baker,69,1894 Deborah Point Suite 736,Columbus,TX,47083,Premium,Yes,Huawei,OnePlus 9,Buy a tablet: 30% off on us
475037,Matthew Brown,32,7536 Green River,Chicago,IL,29861,Standard,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us"
907364,Christopher Smith,46,4195 Ashley Drive,Charlotte,TX,77732,Standard,Yes,OnePlus,iPhone 13,"Buy one accessory, get another 50% off"
217796,Charles Day,25,8795 Parker Harbors,Boston,CA,2125,Basic,Yes,Google,Pixel 6,"Bundle in TV shows, movies, or series: 10% discount"
391999,Leah Moran,22,3498 Bradley Street Apt. 714,Dallas,TX,75890,Standard,Yes,Huawei,Galaxy S21,Free upgrade to the next Verizon plan tier for 3 months
292506,Deborah Bailey,46,5248 Rowe Fork Suite 470,Atlanta,FL,42260,Premium,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
798376,Kimberly Garcia,64,164 Sharon Flat,Denver,TX,78311,Basic,Yes,Samsung,P40 Pro,"First purchase: Buy two phones, one on us"
369544,Michael Nelson,21,92182 Julia Way Suite 744,New York,GA,43706,Premium,No,Apple,OnePlus 9,Buy a tablet: 30% off on us
480002,Michael Torres,29,807 Burton Shoals,Chicago,IN,63263,Basic,Yes,Google,OnePlus 9,"Bundle in TV shows, movies, or series: 10% discount"
798002,Adrian Jefferson,62,02658 Max Summit,Cleveland,CA,50697,Basic,Yes,Huawei,Pixel 6,Buy a tablet: 30% off on us
639439,Aaron Walters,19,3885 April Pines Suite 730,Dallas,OH,65959,Basic,No,Samsung,iPhone 13,Buy a tablet: 30% off on us
690978,Christopher Villa,44,5779 Kelly Harbor,Houston,OH,1268,Basic,No,OnePlus,P40 Pro,Free upgrade to the next Verizon plan tier for 3 months
628787,Susan Wilson,48,62645 Gaines Ramp Suite 099,Seattle,CA,25678,Standard,No,Huawei,iPhone 13,"First purchase: Buy two phones, one on us"
630583,Robert Quinn,68,041 Hunter Mission,Portland,TX,42479,Premium,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us"
488215,Dr. Jason Welch DDS,68,0822 Huerta Loaf,Minneapolis,WA,1395,Premium,No,Apple,iPhone 13,"Bundle in TV shows, movies, or series: 10% discount"
421184,Peter Hartman,53,1628 Robinson Prairie Suite 920,San Antonio,NC,59044,Premium,Yes,Apple,P40 Pro,"First purchase: Buy two phones, one on us"
898615,Vanessa Copeland,53,4973 West Corner Apt. 600,Columbus,TX,62547,Basic,Yes,Huawei,Pixel 6,"First purchase: Buy two phones, one on us"
522515,Ronald Wilson,43,869 Thornton Burgs Suite 563,Indianapolis,FL,63835,Standard,No,Huawei,Galaxy S21,"First purchase: Buy two phones, one on us"
768234,Amanda Santos,60,0196 Kimberly Extensions Apt. 530,Indianapolis,TX,25481,Premium,Yes,Google,iPhone 13,Buy a tablet: 30% off on us
478480,Holly Harris,44,92148 James Drive,Los Angeles,MI,62557,Standard,Yes,Samsung,Galaxy S21,"First purchase: Buy two phones, one on us"
132711,Christopher Moran MD,22,607 Regina Ferry Apt. 689,Minneapolis,TX,62182,Basic,Yes,Huawei,OnePlus 9,Get a $50 gift card with any new phone purchase
891971,Crystal Kemp,37,9737 Thompson Vista,Phoenix,OH,54331,Premium,No,Google,Pixel 6,"First purchase: Buy two phones, one on us"
601157,Andrew Weiss,28,086 Denise Loop,Phoenix,OH,91832,Standard,Yes,Google,Pixel 6,Free upgrade to the next Verizon plan tier for 3 months
284423,Jeffrey Perez,27,73059 Johnson Parkways Suite 884,San Diego,MI,77058,Basic,Yes,Huawei,iPhone 13,Get a $50 gift card with any new phone purchase
616349,Denise Gonzales,57,337 Hill Forges,Charlotte,OH,40084,Standard,Yes,Apple,Pixel 6,Buy a tablet: 30% off on us
803714,Dr. Robin Grimes,55,32064 Cynthia Drive Apt. 258,Austin,DC,60623,Premium,No,Samsung,iPhone 13,Buy a tablet: 30% off on us
757917,Jason Jenkins,23,98593 Shawn Mall,Portland,IN,60343,Premium,Yes,Samsung,iPhone 13,"First purchase: Buy two phones, one on us"
924792,Rick Robinson,25,900 Joshua Estates Apt. 282,Detroit,IN,52070,Basic,Yes,Apple,Galaxy S21,"First purchase: Buy two phones, one on us"
837378,Jason Collins Jr.,40,68101 Brian Circles,Kansas City,FL,56784,Basic,No,Huawei,Pixel 6,Get a $50 gift card with any new phone purchase
233272,Cynthia Booth,64,36606 Cantu Corner Suite 965,Nashville,CA,12834,Basic,No,Samsung,iPhone 13,"First purchase: Buy two phones, one on us"
867836,Christopher Rogers,43,06716 Dalton Extension,Denver,GA,94832,Standard,Yes,Huawei,Galaxy S21,"Bundle in TV shows, movies, or series: 10% discount"
802335,Dylan Jackson,63,429 Allen Islands Suite 411,Indianapolis,FL,3171,Standard,Yes,Huawei,P40 Pro,"First purchase: Buy two phones, one on us"
907789,Felicia Simmons,60,805 Tyler Trace,Tampa,FL,20383,Standard,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us"
743409,Edward Gonzales,29,45873 Anthony Views,San Francisco,TX,31452,Basic,No,Apple,Galaxy S21,Buy a tablet: 30% off on us
177505,Rebecca Gay,43,4962 Stephanie Villages Apt. 991,Orlando,WA,8403,Premium,No,Huawei,iPhone 13,Buy a tablet: 30% off on us
102869,Dr. Melissa Oneill,30,854 Harris Expressway,Miami,NV,31515,Premium,No,OnePlus,OnePlus 9,"First purchase: Buy two phones, one on us"
881474,Tanya George,57,32678 Kathleen Islands Suite 184,Los Angeles,MN,77162,Standard,No,Apple,OnePlus 9,"First purchase: Buy two phones, one on us"
554351,Arthur Fowler,35,8511 Whitney Place Suite 729,San Francisco,CA,68524,Standard,No,Samsung,OnePlus 9,"First purchase: Buy two phones, one on us"
412252,Gabrielle Fernandez,42,89357 Frank Garden,San Diego,FL,835,Premium,No,Google,Galaxy S21,"First purchase: Buy two phones, one on us"
736584,Robin Young,50,354 Barry Mount,Washington,NV,4500,Premium,Yes,Samsung,iPhone 13,Free upgrade to the next Verizon plan tier for 3 months
718467,John Garza,64,8783 Christine Stream Suite 697,Cincinnati,AZ,50551,Standard,No,Samsung,Pixel 6,"First purchase: Buy two phones, one on us"
190272,Rodney Garza,57,4942 Brendan Forge Suite 750,Orlando,OH,99409,Standard,No,Apple,Galaxy S21,Bundle home internet with mobile for a 15% discount
